grp,pp,S,DID,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,HarmonicityL,HarmonicityR,fL,fR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
2,4,2,3,0.68288,0.79631,1.645,0.542,0.645,0.244,1.028,0.296,0.37546,0.44969,3.2352,4.7961,3.0825,-1.5478,0.18482,1,0.3026,0.89404,0.68208,0.79332,0.39955,0.14517,0.87101,0.86337,0.65718,0.81832,0.79483,0.74232,0.56418,0.73398,1.9845,1.0295,0.2034,3,0.62445,0.6814,-1.8495,0.44074,1.1336,0.9931,0.88452,-1.237,-4.9e-05,-0.00018081
2,4,2,3,0.76461,0.72205,1.709,0.5505,0.5855,0.2575,1.114,0.288,0.34059,0.47536,3.1141,4.722,3.1411,-1.6416,0.16157,1,0.28884,0.89404,0.74785,0.74528,0.36193,0.16214,0.93309,0.80982,0.70595,0.80685,0.81584,0.70318,0.65785,0.67567,2.4891,1.1413,0.24472,3,0.64194,0.70333,-1.5725,0.36683,1.128,1.0134,0.88787,-1.0386,-1.25e-05,-4.5413e-05
2,4,3,1,0.8452,0.82919,2.1445,2.1315,0.7335,0.653,1.3925,1.4765,0.3381,0.30771,2.4817,2.4968,2.6168,0.76435,0.35507,0.084291,0.23032,0.23032,0.73078,0.76088,0.43413,0.40733,0.97642,0.96793,0.6933,0.74355,0.90768,0.82055,0.63801,0.65608,3.1416,1.5708,0.77153,1,0.99595,0.40317,0.046569,0.0049165,1.23,0.52386,1.0167,0.046627,-0.0005,-0.00046631
2,4,3,1,0.76601,0.84007,2.1445,2.1795,0.745,0.6515,1.4185,1.508,0.33338,0.29787,2.4819,2.4418,2.6693,0.63843,0.3289,0.10033,0.22711,0.22711,0.74468,0.81999,0.4034,0.36772,0.93065,0.95398,0.6711,0.78058,0.83506,0.90746,0.61439,0.65946,3.1416,1.5708,0.77292,1,0.99188,0.38456,0.049946,0.0040048,1.2132,0.51362,1.0136,0.046906,0.0195,0.018186
2,4,3,1,0.80603,0.74801,2.045,2.053,0.675,0.658,1.35,1.362,0.33333,0.312,2.6024,2.5923,2.858,0.81673,0.24302,0.066516,0.23353,0.23353,0.77368,0.79361,0.39985,0.36412,0.95469,0.93322,0.69474,0.73777,0.86094,0.8204,0.66372,0.65431,3.1416,1.8644,0.76545,1,0.9975,0.41561,0.051163,0.0034945,1.2334,0.47479,1.0583,0.04593,0.035,0.03423
2,4,3,2,0.82907,0.81739,3.045,1.0065,1.2055,0.3195,1.834,0.6605,0.39083,0.33808,1.7478,3.9742,1.8865,0.44807,0.38865,0.20495,0.16276,0.48177,0.69036,0.80527,0.632,0.32915,0.89995,0.92945,0.58099,0.78492,0.85168,0.86394,0.59611,0.71084,3.1416,1.3986,0.22302,3,0.86285,1.0534,-1.2924,0.43552,1.1117,0.99588,0.86651,-1.06,1e-06,1.9871e-06
2,4,3,2,0.80864,0.84405,2.533,0.846,0.8915,0.319,1.6645,0.5165,0.34492,0.39324,2.101,4.7281,2.341,0.36948,0.23755,1,0.19531,0.58594,0.76035,0.8434,0.44351,0.28427,0.91849,0.92943,0.67611,0.83773,0.89368,0.86859,0.61181,0.75034,3.1416,1.146,0.23902,3,0.7716,1.0503,-1.7698,0.46352,1.1698,1.0513,0.91003,-1.4053,-4.25e-05,-0.00010047
2,4,3,2,0.83894,0.81332,2.5595,0.8535,0.92,0.318,1.6905,0.518,0.3569,0.38436,2.0793,4.6866,2.3736,0.3615,0.18448,1,0.20054,0.60163,0.74571,0.82706,0.47291,0.29931,0.93347,0.90863,0.63707,0.78938,0.93133,0.87928,0.60474,0.73738,2.4059,3.1416,0.23976,3,0.80867,1.124,-1.6967,0.45171,1.1674,1.038,0.91428,-1.2276,-4.8e-05,-0.00011248
2,4,3,3,0.8813,0.79759,1.712,0.576,0.562,0.257,1.145,0.307,0.31911,0.45927,3.1086,4.513,3.0665,-0.65793,0.10211,1,0.2917,0.86242,0.79032,0.80043,0.39227,0.1962,0.95384,0.89473,0.75575,0.82935,0.94099,0.74782,0.61932,0.74514,1.7286,1.2385,0.26685,3,0.67326,0.74905,-1.8119,0.35304,1.1493,1.0607,0.8578,-1.8359,-2.3e-05,-7.9861e-05
2,4,3,3,0.87054,0.80124,1.852,0.618,0.605,0.256,1.169,0.333,0.33954,0.44539,2.8736,4.2062,3.0678,-0.10337,0.099798,1,0.27391,0.83365,0.74219,0.81183,0.4363,0.19201,0.93405,0.89278,0.67616,0.8198,0.95536,0.79028,0.64763,0.75262,2.0288,1.2108,0.23609,3,0.6968,0.80037,-1.5951,0.38635,1.1576,1.0693,0.87598,-1.4425,-5.9e-05,-0.00019094
2,4,3,3,0.8808,0.78251,1.643,0.5525,0.541,0.245,1.095,0.2885,0.33537,0.46592,3.2392,4.7049,1.1982,-1.7903,0.094187,1,0.3066,0.91979,0.75416,0.77449,0.42247,0.19597,0.94232,0.84523,0.69468,0.81664,0.95343,0.79034,0.65764,0.71364,3.1416,3.1416,0.21586,3,0.70885,0.75782,-1.5435,0.38781,1.1283,1.0451,0.84171,-1.2084,-4.9e-05,-0.00017738
2,5,1,1,0.78264,0.71094,1.6975,1.6395,0.626,0.607,1.0525,1.0645,0.37386,0.36329,3.1352,3.2461,3.1586,0.79662,0.13736,0.11703,0.30227,0.30227,0.73153,0.70878,0.35694,0.35043,0.86552,0.82608,0.62603,0.57742,0.88815,0.7995,0.67938,0.66446,3.1416,2.9596,0.76359,1,0.99942,0.54127,0.065534,0.0085897,1.1826,0.35457,1.0532,0.058773,0.0055,0.0064801
2,5,1,1,0.58912,0.5446,1.879,1.855,0.697,0.6705,1.189,1.23,0.36259,0.35216,2.8323,2.869,2.8275,0.82628,0.15606,0.11177,0.26537,0.26537,0.66757,0.66887,0.41765,0.45055,0.73616,0.7239,0.58272,0.59624,0.71328,0.69948,0.64981,0.62714,3.1416,2.9533,0.75221,1,0.99219,0.4442,0.054483,0.0079021,1.1356,0.36421,1.0298,0.044497,-0.0025,-0.002661
2,5,1,1,0.7201,0.74089,1.7275,1.6945,0.6105,0.6,1.1435,1.1465,0.35163,0.34092,3.0808,3.1407,2.6536,0.32311,0.095725,0.09033,0.27302,0.27302,0.69631,0.73268,0.36289,0.35728,0.78627,0.81454,0.62051,0.61584,0.85136,0.85046,0.62388,0.65449,3.1416,3.0796,0.75167,1,0.99819,0.48396,0.021186,0.0041926,1.1612,0.29605,1.058,0.01868,0.0005,0.00057887
2,5,1,2,0.73547,0.85818,2.5655,0.736,1.052,0.311,1.443,0.423,0.41859,0.43093,2.0745,5.4348,2.1413,0.091498,0.38696,0.28407,0.18989,0.67817,0.72432,0.82359,0.41955,0.19341,0.71289,0.86005,0.62468,0.81161,0.89147,0.83894,0.63709,0.78804,3.1416,1.1083,0.061808,3.5,0.9718,1.2288,-1.2057,0.96124,1.1593,1.1199,0.93124,-0.058704,-7.5e-06,-2.038e-05
2,5,1,2,0.60769,0.83625,3.322,0.953,1.3915,0.338,1.9345,0.617,0.41641,0.35762,1.602,4.1973,1.8782,0.098489,0.41698,0.1751,0.14291,0.52996,0.66781,0.79828,0.53473,0.26434,0.74648,0.84876,0.55456,0.76773,0.79608,0.87047,0.60057,0.71737,2.9589,2.1804,0.043274,3.7083,0.79968,1.0786,-0.88406,0.98471,1.1381,1.0479,0.94835,-9.8992,-8.25e-05,-0.00017314
2,5,1,2,0.71757,0.77858,2.0015,1.05,0.725,0.388,1.2245,0.639,0.38046,0.36938,2.659,3.8095,2.5858,-1.0334,0.21927,0.11726,0.25577,0.51153,0.74212,0.76288,0.36689,0.24823,0.80515,0.82492,0.6741,0.70945,0.87379,0.82177,0.63194,0.69585,3.1416,1.5708,0.058897,2,0.66996,0.96157,0.51659,0.79083,1.1562,1.0067,0.95643,-0.51894,-5.8e-05,-0.00011048
2,5,1,3,0.81383,0.83764,1.494,0.418,0.559,0.207,0.948,0.207,0.38571,0.50245,3.5622,6.2188,3.7336,-2.6489,0.1404,1,0.31595,1.1776,0.76723,0.80463,0.34393,0.15816,0.87763,0.79603,0.70294,0.85092,0.89515,0.79643,0.6591,0.74385,3.1416,1.0461,0.042194,3.7273,0.74101,0.64499,-3.0512,0.98591,1.1634,1.1126,0.90697,-17.158,-2.7e-05,-0.00012919
2,5,1,3,0.57246,0.8145,1.8795,0.415,0.78,0.204,1.0745,0.207,0.41678,0.49867,2.8316,6.2638,2.9992,-2.5624,0.33036,1,0.26334,1.196,0.65804,0.7801,0.54482,0.15719,0.70918,0.77183,0.58455,0.84931,0.74246,0.80039,0.61229,0.71286,3.1416,0.78946,0.04199,4.5,0.61259,0.51827,1.8261,0.99243,1.0978,0.99601,0.88336,-1.6375,-2.05e-05,-9.8795e-05
2,5,1,3,0.87981,0.77954,1.7415,0.401,0.766,0.201,1.0435,0.2,0.43568,0.50577,3.0561,6.4824,3.1594,-3.1113,0.35441,1,0.27432,1.218,0.81776,0.76362,0.37667,0.1504,0.94426,0.74146,0.75634,0.82517,0.90505,0.77343,0.68941,0.70129,3.1416,1.0284,0.032563,4.5,0.55671,0.46559,-1.1033,0.97486,1.1588,1.1146,0.89781,-1.4832,1e-05,4.9875e-05
2,5,2,1,0.81397,0.83126,1.694,1.7015,0.529,0.5805,1.1585,1.065,0.31715,0.35821,3.1416,3.1278,3.3923,1.0216,0.064913,0.10488,0.29064,0.29064,0.80018,0.80633,0.36807,0.35687,0.8986,0.89098,0.69011,0.71415,0.9332,0.92265,0.66682,0.72853,1.5708,2.0303,0.63772,1,0.99839,0.51111,0.36666,0.020503,1.2371,0.62466,1.0162,0.31653,0.2325,0.2745
2,5,2,1,0.82954,0.79706,1.654,1.654,0.5325,0.651,1.0775,1.006,0.3155,0.39585,3.2176,3.2176,3.2798,0.39189,0.098964,0.10959,0.29948,0.29948,0.79253,0.79609,0.3222,0.28713,0.89013,0.9045,0.72592,0.76473,0.9311,0.84331,0.72046,0.71593,1.5708,1.8784,0.62551,1,0.9972,0.51679,0.39791,0.024786,1.2352,0.58594,1.0547,0.3659,0.000155,0.00018742
2,5,2,1,0.81743,0.82087,1.2415,1.2405,0.454,0.543,0.794,0.706,0.36222,0.4334,4.2867,4.2904,4.4043,1.0193,0.077666,0.10675,0.39378,0.39378,0.80108,0.81508,0.28261,0.23727,0.88988,0.84092,0.80059,0.80987,0.88251,0.85332,0.70103,0.76011,1.6617,1.7838,0.65163,1,0.99951,0.66749,0.30199,0.015282,1.2418,0.51605,1.082,0.28016,0.1545,0.24889
2,5,2,2,0.73609,0.82161,1.926,0.664,0.667,0.312,1.255,0.357,0.33853,0.46055,2.7632,6.0241,3.0894,0.67248,0.13764,1,0.25755,0.7834,0.75126,0.81566,0.3978,0.18715,0.82109,0.81717,0.62157,0.79306,0.9255,0.85372,0.68319,0.78179,2.1214,1.1604,0.076667,3,0.70191,0.85042,-1.7036,0.72916,1.1939,1.0849,0.95033,-0.63091,-1e-05,-3.012e-05
2,5,2,2,0.7266,0.84129,1.8635,0.6675,0.6585,0.301,1.197,0.367,0.36441,0.45777,2.856,5.9925,3.0821,0.27467,0.14669,1,0.27302,0.74555,0.74819,0.83601,0.40766,0.19673,0.78573,0.83936,0.60775,0.83055,0.9089,0.85329,0.66799,0.79783,3.1416,1.5708,0.072426,2.7308,0.86509,1.0553,1.1244,0.99649,1.1853,1.0913,0.92658,-14.286,-1.25e-05,-3.7453e-05
2,5,2,2,0.74361,0.8588,1.837,0.629,0.696,0.293,1.196,0.338,0.36526,0.46646,2.8971,6.3593,3.023,0.40384,0.18022,1,0.26984,0.78382,0.69265,0.86464,0.41275,0.1975,0.75625,0.87851,0.60687,0.87521,0.94565,0.86287,0.63198,0.8261,2.3027,1.0966,0.16,3,0.85015,0.98478,-0.25407,0.54176,1.1863,1.1659,0.93407,-0.45106,2.9e-05,9.221e-05
2,5,2,3,0.7679,0.80596,1.8445,0.4275,0.6705,0.212,1.219,0.2145,0.3509,0.4951,2.8855,6.0806,3.1187,-1.1219,0.13691,1,0.26537,1.1889,0.75095,0.80118,0.42206,0.14737,0.82242,0.79589,0.63523,0.81607,0.95146,0.79452,0.6754,0.78371,3.1416,0.95598,0.030175,4.5,0.59152,0.50494,0.55585,0.96642,1.1672,1.0855,0.90326,-0.67957,-9.5e-06,-4.4444e-05
2,5,2,3,0.81127,0.82203,1.5955,0.4125,0.577,0.2015,1.0465,0.204,0.34504,0.49703,3.3356,6.3017,3.3181,-1.8157,0.089162,1,0.30768,1.1772,0.73511,0.83499,0.36292,0.15953,0.84658,0.80921,0.63896,0.86953,0.93101,0.83499,0.6849,0.79524,3.1416,0.99075,0.025709,3.5,0.4449,0.38636,2.2055,0.95755,1.1858,1.1316,0.91601,-0.92203,4.5e-06,2.1818e-05
2,5,2,3,0.75652,0.82361,1.559,0.423,0.531,0.206,1.0085,0.214,0.3411,0.48927,3.4137,6.1453,3.4402,-2.0193,0.1004,1,0.313,1.2395,0.74412,0.81292,0.34889,0.13883,0.84235,0.80336,0.6649,0.84182,0.88792,0.81476,0.65745,0.77106,2.3454,1.0305,0.037824,3.5,0.71784,0.59518,3.0413,0.97238,1.165,1.085,0.91941,-0.52177,-8e-06,-3.7825e-05
2,5,3,1,0.84664,0.84869,1.294,1.3205,0.3915,0.467,0.903,0.847,0.2997,0.3602,4.1128,4.0303,4.1902,1.0836,0.059419,0.086754,0.38147,0.38147,0.83736,0.82986,0.36323,0.31235,0.89225,0.92861,0.70961,0.78272,0.93579,0.90554,0.68882,0.73935,1.5164,2.7414,0.64627,1,0.9902,0.59739,0.4156,0.016637,1.2407,0.66277,0.99843,0.39205,0.169,0.26121
2,5,3,1,0.78745,0.74612,1.5115,1.5555,0.419,0.623,1.0755,0.8825,0.29359,0.40542,3.521,3.4214,3.0154,0.88733,0.046233,0.098462,0.33031,0.33031,0.7681,0.74196,0.37258,0.29738,0.86333,0.83229,0.68009,0.74492,0.89381,0.77921,0.65738,0.67655,1.6557,1.5708,0.58359,1,0.99925,0.58476,0.45586,0.031551,1.1906,0.59184,1.02,0.40042,0.268,0.35461
2,5,3,1,0.75752,0.80693,1.316,1.312,0.3835,0.5315,0.911,0.785,0.30017,0.40302,4.044,4.0563,4.1268,1.4285,0.052007,0.07715,0.37692,0.37692,0.70885,0.78821,0.36219,0.24593,0.87813,0.86357,0.68747,0.76014,0.87696,0.83749,0.66846,0.73441,1.4819,1.5708,0.7775,1,0.99406,0.60789,0.35977,0.020631,1.2239,0.53646,1.0577,0.31173,0.2025,0.30775
2,5,3,2,0.75589,0.82636,1.689,0.78,0.585,0.313,1.139,0.46,0.32809,0.40027,3.1509,5.1282,3.2297,0.361,0.14198,0.30379,0.2917,0.63413,0.72171,0.82853,0.38121,0.2451,0.7883,0.85316,0.62068,0.78059,0.89087,0.88725,0.66437,0.80028,2.0148,1.2528,0.063189,2.1739,0.99242,1.1165,2.6498,0.98209,1.1652,1.0879,0.93301,-15.293,5e-06,1.2821e-05
2,5,3,2,0.74706,0.80287,1.3485,0.575,0.447,0.281,0.895,0.3015,0.33939,0.47539,3.9466,6.9565,4.209,-0.88853,0.094468,1,0.37435,0.89518,0.78574,0.8066,0.34701,0.16871,0.79802,0.82853,0.67653,0.79562,0.94458,0.80159,0.68674,0.79248,1.5708,0.9864,0.031939,2.5,0.36999,0.39816,-0.33397,0.97588,1.1846,1.1047,0.94004,-0.42865,-2.2e-05,-7.6522e-05
2,5,3,2,0.68796,0.78382,1.5385,0.599,0.4755,0.282,1.066,0.317,0.32158,0.47156,3.4592,6.6778,3.7339,0.43973,0.08418,0.71233,0.313,0.8138,0.72963,0.79851,0.4108,0.20274,0.79567,0.82156,0.63592,0.80059,0.9109,0.83004,0.68205,0.77616,1.8905,1.2406,0.043462,2.5,0.82128,0.92643,-2.9961,0.91574,1.1694,1.0695,0.95096,-0.58211,-5e-06,-1.6694e-05
2,5,3,3,0.74028,0.83331,1.3785,0.461,0.4945,0.223,0.9085,0.237,0.35271,0.48696,3.8607,5.6387,4.3591,-1.9913,0.10579,1,0.36798,1.0615,0.76772,0.8191,0.31199,0.17525,0.83545,0.81939,0.69013,0.83028,0.87551,0.83111,0.71853,0.8058,1.6611,0.87628,0.078394,3,0.6494,0.61794,2.3402,0.58498,1.1946,1.0873,0.9196,0.20636,9e-06,3.9046e-05
2,5,3,3,0.79277,0.82829,1.374,0.481,0.388,0.2345,0.934,0.2495,0.28949,0.4884,3.8733,5.4043,4.2837,-1.4169,0.078493,1,0.38422,1.0886,0.80175,0.83255,0.38127,0.16908,0.8528,0.80312,0.71084,0.85086,0.93653,0.85752,0.71746,0.79058,3.1416,0.90871,0.044707,2.8333,0.75135,0.70289,-1.3671,0.97737,1.2024,1.1373,0.92302,-5.3752,0,0
2,5,3,3,0.83662,0.85366,1.2655,0.415,0.4025,0.211,0.8415,0.206,0.32598,0.5045,4.2054,6.2638,4.5243,-2.2702,0.075527,1,0.38147,1.2207,0.81625,0.85585,0.34835,0.14794,0.91344,0.81673,0.73729,0.87757,0.93356,0.86156,0.72971,0.80081,3.1416,0.8526,0.042376,3.2,0.48615,0.40521,2.8416,0.96591,1.226,1.1756,0.94169,-1.4672,2.5e-06,1.2048e-05
2,7,1,1,0.81839,0.7326,2.149,2.183,0.803,0.821,1.3735,1.319,0.36514,0.38796,2.4765,2.438,2.2991,0.79947,0.11308,0.2109,0.21391,0.21391,0.73435,0.74308,0.38267,0.3508,0.9324,0.86475,0.65831,0.72744,0.85879,0.76994,0.69311,0.66272,1.7137,2.9552,0.71815,1,0.99659,0.37975,-0.02221,0.0082043,1.2259,0.32341,1.1255,-0.0062991,0.0035,0.0032573
2,7,1,1,0.71886,0.71652,2.0435,2.0525,0.6505,0.7775,1.389,1.2735,0.33956,0.39079,2.6043,2.593,2.6754,0.6006,0.085618,0.1802,0.24651,0.24651,0.67323,0.7193,0.39209,0.34617,0.90467,0.87113,0.69182,0.67561,0.78851,0.80142,0.59434,0.6426,2.2888,3.1416,0.71325,1,0.99989,0.46068,-0.0085815,0.0074917,1.2152,0.32158,1.1209,0.0071975,0.0285,0.027893
2,7,1,1,0.7405,0.79563,1.9405,1.909,0.643,0.7495,1.2385,1.1615,0.33773,0.39051,2.7426,2.7878,2.746,0.64471,0.070095,0.11698,0.26117,0.26117,0.68677,0.78044,0.37449,0.30896,0.88723,0.89316,0.67625,0.75552,0.77033,0.82386,0.60646,0.69314,3.1179,3.0237,0.74358,1,0.99987,0.49228,-0.022509,0.0081358,1.2234,0.30349,1.1326,-0.012363,0.0395,0.040711
2,7,1,2,0.78426,0.79722,1.76,1.7345,0.5705,0.659,1.122,1.0425,0.34326,0.38765,3.0238,2.3061,3.0419,0.33218,0.063282,0.11994,0.29871,0.29871,0.72021,0.78026,0.35372,0.29838,0.92564,0.87329,0.71776,0.73184,0.80346,0.86779,0.63797,0.69865,3.1416,3.1416,0.73763,1,0.99936,0.53713,0.0074497,0.010553,1.2131,0.36004,1.0896,0.019015,0.0295,0.033523
2,7,1,2,0.69682,0.74675,1.8155,1.783,0.592,0.632,1.221,1.1655,0.32995,0.35441,2.9316,2.2435,2.8953,0.47639,0.065672,0.09925,0.25699,0.25699,0.69635,0.75502,0.39131,0.32905,0.91276,0.87309,0.64147,0.72289,0.77251,0.80305,0.59568,0.6525,3.1416,2.1902,0.73357,1,0.99966,0.48052,0.0053494,0.0089308,1.1943,0.34779,1.0709,0.013169,0.032,0.035252
2,7,1,2,0.69933,0.76616,1.978,1.965,0.638,0.743,1.37,1.201,0.32936,0.38449,2.6906,2.0356,2.6601,0.11378,0.083709,0.14035,0.22786,0.22786,0.64697,0.74371,0.41646,0.33321,0.88085,0.88953,0.65044,0.72169,0.75244,0.83069,0.59644,0.652,2.2933,3.1416,0.70534,1,0.99984,0.43437,-0.012515,0.027113,1.1838,0.34845,1.0655,0.0067345,0.043,0.043478
2,7,1,3,0.7512,0.72582,1.45,1.445,0.429,0.491,0.974,0.891,0.3096,0.36608,3.6703,1.7989,3.601,-0.63595,0.049152,0.064348,0.36439,0.36439,0.75673,0.71314,0.35654,0.27769,0.93886,0.85269,0.7154,0.67927,0.80232,0.73054,0.60566,0.66921,1.678,1.5708,0.67596,1,0.98625,0.72041,0.016447,0.012547,1.1365,0.43022,0.99045,0.039929,0.045,0.062069
2,7,1,3,0.80392,0.84231,1.386,1.36,0.451,0.5165,0.9295,0.83,0.33933,0.38578,3.8398,1.9114,3.7266,-0.37494,0.068853,0.070194,0.36439,0.36439,0.76265,0.80931,0.32747,0.28086,0.94821,0.89593,0.71608,0.72664,0.83527,0.8095,0.69007,0.76643,3.1064,1.5708,0.76256,1,0.99095,0.71028,0.026152,0.0085809,1.1768,0.48424,1.001,0.039264,0.04,0.05772
2,7,1,3,0.71865,0.73792,1.536,1.552,0.4645,0.555,1.0945,0.974,0.29805,0.36939,3.4648,1.6749,3.3088,-0.11055,0.046072,0.088021,0.32552,0.32552,0.70852,0.73051,0.35165,0.28627,0.90158,0.87747,0.6728,0.72412,0.79072,0.77347,0.60015,0.66734,3.1416,2.3906,0.74626,1,0.99883,0.61094,-0.007084,0.0063597,1.1552,0.43726,1.0038,0.01412,0.0455,0.059245
2,7,2,1,0.79614,0.84795,1.441,1.4955,0.5505,0.5845,0.9275,0.8635,0.37164,0.39888,3.6934,3.5586,3.7436,0.96182,0.069947,0.17496,0.34555,0.34555,0.8011,0.82662,0.31395,0.29646,0.91785,0.89157,0.7308,0.81163,0.85058,0.89352,0.733,0.76473,2.2893,2.4562,0.72772,1,0.99945,0.60402,0.0015926,0.0024806,1.273,0.36165,1.1646,0.0029586,0.024,0.03331
2,7,2,1,0.82359,0.8379,1.5415,1.579,0.549,0.543,0.9815,0.9555,0.34832,0.40047,3.4524,3.3705,3.7671,0.8686,0.055086,0.13437,0.31707,0.31707,0.79369,0.83429,0.29718,0.31334,0.95029,0.92435,0.72517,0.79888,0.82004,0.88316,0.71271,0.74612,2.0071,1.8991,0.73543,1,0.9997,0.587,0.0056573,0.0039278,1.2684,0.32505,1.1618,0.0083494,0.023,0.029841
2,7,2,1,0.7934,0.7836,1.561,1.543,0.528,0.583,1.025,0.946,0.33999,0.38738,3.4093,3.4491,3.5791,0.81711,0.042121,0.10688,0.32552,0.32552,0.74654,0.80008,0.33165,0.34064,0.9141,0.89268,0.73963,0.77497,0.81119,0.87012,0.6643,0.72829,1.5708,3.1416,0.772,1,0.99855,0.56355,0.056432,0.0043895,1.2476,0.36788,1.1383,0.043333,0.034,0.043562
2,7,2,2,0.87496,0.87413,1.2355,1.215,0.49,0.519,0.7485,0.7075,0.39637,0.41608,4.3075,3.2922,2.7839,0.61872,0.14909,0.22324,0.40303,0.40303,0.84742,0.84468,0.32475,0.26212,0.92795,0.92102,0.77599,0.80727,0.89046,0.88044,0.81114,0.79479,3.1416,2.0016,0.7425,1,0.9882,0.62283,0.05653,0.032676,1.255,0.58469,1.0384,0.048039,0.022,0.035613
2,7,2,2,0.82654,0.82135,1.3895,1.3985,0.46,0.5565,0.917,0.8525,0.33268,0.3943,3.8301,2.8602,4.0775,0.42991,0.08398,0.11418,0.34877,0.34877,0.80024,0.8047,0.33288,0.28685,0.94605,0.9316,0.74354,0.79166,0.85791,0.84063,0.70237,0.7234,1.9091,1.5708,0.82113,1,0.99985,0.6153,0.07269,0.0028664,1.2457,0.46031,1.0824,0.068483,0.066,0.094998
2,7,2,2,0.86424,0.87475,1.3775,1.3765,0.4765,0.541,0.9085,0.84,0.34393,0.3942,3.8635,2.906,4.0013,0.48801,0.077911,0.13887,0.35383,0.35383,0.82646,0.84176,0.35244,0.28053,0.95828,0.94584,0.75696,0.82384,0.87496,0.87062,0.75421,0.7815,2.2567,1.722,0.80907,1,0.99992,0.62499,0.051952,0.0024481,1.2576,0.47982,1.0905,0.049917,0.04,0.058076
2,7,2,3,0.71618,0.87096,2.048,0.468,0.8265,0.232,1.189,0.232,0.41804,0.5,2.5986,5.5544,2.6844,-1.4711,0.19432,1,0.23438,1.0645,0.72194,0.82948,0.28342,0.1698,0.78962,0.83803,0.65931,0.85436,0.82135,0.80316,0.68531,0.80551,1.6868,0.96497,0.034553,4.5,0.52792,0.4979,0.15858,0.99622,1.1826,1.1347,0.93074,-0.88955,-5e-06,-2.1368e-05
2,7,2,3,0.79093,0.82535,2.047,0.442,0.814,0.2215,1.219,0.219,0.3891,0.5,2.5999,5.8811,2.6035,-1.0694,0.14459,1,0.23872,1.1393,0.73945,0.76608,0.35434,0.19446,0.88972,0.79017,0.64982,0.78361,0.82441,0.73228,0.6986,0.74315,2.3605,1.5708,0.052094,5,0.08145,0.072049,-2.7876,0.99297,1.1216,1.0656,0.88811,-0.47033,1e-05,4.5249e-05
2,7,2,3,0.66978,0.8644,1.8845,0.458,0.687,0.231,1.171,0.224,0.36365,0.50505,2.8241,5.6757,2.8498,-1.385,0.13743,1,0.26252,1.0921,0.70378,0.83472,0.36578,0.1732,0.78247,0.84425,0.5944,0.8491,0.76476,0.80734,0.64866,0.83348,3.1416,1.5708,0.037876,3.5,0.022112,0.020534,-2.7019,0.97076,1.1712,1.0869,0.92548,-0.50633,1.45e-05,6.3319e-05
2,7,3,1,0.80318,0.83272,1.677,1.5785,0.6485,0.641,1.0325,0.967,0.38963,0.40217,3.1735,3.3716,3.4121,1.0665,0.062382,0.14019,0.28935,0.28935,0.76144,0.80392,0.32201,0.30293,0.89636,0.90364,0.74523,0.75457,0.852,0.89971,0.67783,0.75368,2.6418,3.1272,0.69951,1,0.9982,0.50752,-0.005011,0.0030957,1.2706,0.26222,1.2037,-0.0080602,0.0125,0.014908
2,7,3,1,0.82654,0.87428,1.636,1.6395,0.6025,0.625,1.053,0.977,0.37841,0.399,3.2533,3.2461,3.5853,1.0436,0.050166,0.098604,0.29839,0.29839,0.80265,0.8346,0.31219,0.28867,0.93329,0.90529,0.77597,0.76372,0.86717,0.92694,0.71977,0.7771,2.9058,2.8973,0.68643,1,0.99877,0.52711,0.0010659,0.0055286,1.2926,0.26005,1.2176,0.0022305,0.0185,0.022616
2,7,3,1,0.80686,0.84713,1.469,1.459,0.561,0.526,0.916,0.907,0.38316,0.38,3.6228,3.6477,3.8279,1.0167,0.051477,0.045904,0.32066,0.32066,0.837,0.8198,0.32828,0.28835,0.93881,0.89505,0.75831,0.75295,0.86356,0.92995,0.71499,0.76956,2.0102,2.2888,0.71965,1,0.99933,0.56476,0.010058,0.0038149,1.275,0.22669,1.2032,0.0047062,0.02,0.027229
2,7,3,2,0.39477,0.76585,1.943,0.732,0.689,0.331,1.252,0.3935,0.36627,0.45336,2.739,5.4645,2.892,0.14162,0.11565,1,0.24414,0.66873,0.57797,0.78754,0.65777,0.20963,0.6069,0.80806,0.50744,0.7444,0.62232,0.82819,0.54871,0.79934,2.1003,1.7148,0.055284,2.7391,0.83421,1.067,0.98215,0.9889,1.1383,0.95789,0.95194,-10.217,-1.5e-05,-4.0984e-05
2,7,3,2,0.49488,0.85263,1.9245,0.728,0.689,0.334,1.3115,0.39,0.34944,0.46254,2.7656,5.4945,3.0495,0.3477,0.098707,1,0.22919,0.69754,0.59075,0.84115,0.55877,0.20399,0.6648,0.86376,0.49581,0.83301,0.68559,0.86645,0.59027,0.80475,2.2221,1.2513,0.054933,3,0.80259,1.0257,0.48565,0.89412,1.168,1.052,0.95336,-0.36424,4.5e-06,1.2363e-05
